iter	Logloss
275	0.4063795511
276	0.4063212372
277	0.40629269
278	0.4062046951
279	0.4061829119
280	0.4061494128
281	0.4060878702
282	0.4059978187
283	0.4059534524
284	0.4059077064
285	0.4058366741
286	0.4058331381
287	0.4057931088
288	0.4057288173
289	0.4056752524
290	0.4056722653
291	0.4056394963
292	0.4056073152
293	0.4055274619
294	0.4055084071
295	0.4054853693
296	0.4054128009
297	0.4053689687
298	0.4053495137
299	0.405299054
300	0.4052620053
301	0.4052395616
302	0.4052364205
303	0.4051676997
304	0.4051676941
305	0.4051199034
306	0.405076804
307	0.4049934741
308	0.4049617684
309	0.4049370422
310	0.404909465
311	0.4049035932
312	0.4048863365
313	0.4048798663
314	0.4048478486
315	0.4048370647
316	0.4047959032
317	0.4047312102
318	0.4047141355
319	0.4046708936
320	0.4045962852
321	0.4045749556
322	0.4045390805
323	0.4045368103
324	0.4045233737
325	0.4045085341
326	0.4044930464
327	0.404417178
328	0.4043708982
329	0.4043415931
330	0.4042960072
331	0.404250315
332	0.4042172409
333	0.4041828094
334	0.4041630948
335	0.404159615
336	0.4041007464
337	0.4040522602
338	0.4040298903
339	0.4039606723
340	0.4039295054
341	0.4039062001
342	0.4038223157
343	0.4037843913
344	0.4037440865
345	0.403673268
346	0.4036389472
347	0.4036257354
348	0.403618915
349	0.4035657614
350	0.4035388744
351	0.4034564746
352	0.4034420033
353	0.4033876114
354	0.4033844334
355	0.4033681028
356	0.4033027837
357	0.4032387841
358	0.4032304677
359	0.4032230554
360	0.4032067371
361	0.4031468801
362	0.4031440224
363	0.403100873
364	0.40310087
365	0.4030931835
366	0.4030752524
367	0.4030494812
368	0.4030177711
369	0.4029943588
370	0.4029625145
371	0.4029546608
372	0.4029525446
373	0.4029229263
374	0.4028802238
375	0.4027585883
376	0.4027089278
377	0.4026394269
378	0.4026383695
379	0.4025958373
380	0.402584264
381	0.4025616438
382	0.4025400818
383	0.4025347804
384	0.4025237406
385	0.4024917826
386	0.4024916188
387	0.4024311754
388	0.4024302879
389	0.4023914465
390	0.4023845654
391	0.4023620878
392	0.402331246
393	0.4023015631
394	0.4022954338
395	0.4022725868
396	0.4022407881
397	0.4022355277
398	0.4022276525
399	0.4022106125
400	0.4021948392
401	0.4021794166
402	0.4021746302
403	0.4021128613
404	0.4021012586
405	0.4020963196
406	0.4020353232
407	0.4020072861
408	0.401954481
409	0.4018985794
410	0.4018786598
411	0.4018718096
412	0.4018709923
413	0.4018429617
414	0.4018036277
415	0.4017893264
416	0.401788056
417	0.4017370339
418	0.4017153757
419	0.4017152164
420	0.4016997628
421	0.4016787966
422	0.4016664331
423	0.4016634601
424	0.4016358176
425	0.4016242516
426	0.4015769016
427	0.4015552123
428	0.4015274309
429	0.4015248819
430	0.4014763473
431	0.4014694387
432	0.4014461052
433	0.4014122809
434	0.4013620829
435	0.4013363067
436	0.4013162793
437	0.4012424941
438	0.4012278502
439	0.4011914323
440	0.4011771633
441	0.4011764105
442	0.4011458974
443	0.4011278466
444	0.4011262343
445	0.4011141735
446	0.4010693498
447	0.4010628495
448	0.4010489278
449	0.4010354052
450	0.4010121941
451	0.4009881372
452	0.4009710967
453	0.4009575175
454	0.4008852299
455	0.4008261248
456	0.4008097214
457	0.4007347846
458	0.4007347823
459	0.400698617
460	0.4006219008
461	0.4006044446
462	0.4006017926
463	0.4005415709
464	0.400536415
465	0.4005234646
466	0.4005086263
467	0.4003870115
468	0.4003449136
469	0.400295519
470	0.4002807681
471	0.4002771369
472	0.4002736656
473	0.4002571474
474	0.400215629
475	0.4002000602
476	0.4001817145
477	0.4001798361
478	0.4001675574
479	0.4000920278
480	0.4000399929
481	0.4000399327
482	0.4000355688
483	0.3999874555
484	0.3999366723
485	0.3998873877
486	0.3998321534
487	0.3997773055
488	0.3997692065
489	0.3997200514
490	0.3997143988
491	0.3996677935
492	0.39965185
493	0.3996328685
494	0.3996281372
495	0.3996218704
496	0.3995511219
497	0.3995395044
498	0.3995218788
499	0.3995068202
500	0.3994915128
501	0.3994433656
502	0.399396572
503	0.3993931402
504	0.399350875
505	0.3993375411
506	0.3993331139
507	0.3992947722
508	0.3992419283
509	0.3992212093
510	0.399209808
511	0.3991831235
512	0.3990974833
513	0.3990140404
514	0.3990092385
515	0.3989673272
516	0.3989297633
517	0.3989200999
518	0.3988990452
519	0.3988883304
520	0.3988836469
521	0.3988159845
522	0.3988021305
523	0.3987782806
524	0.3987218617
525	0.3986969901
526	0.3986827829
527	0.3986722867
528	0.3986593531
529	0.3986466552
530	0.3986178831
531	0.3985089986
532	0.3984609375
533	0.3984273432
534	0.3984148862
535	0.3983717691
536	0.3983618104
537	0.398348369
538	0.3983384139
539	0.3983270633
540	0.398322447
541	0.3982783979
542	0.3982530033
543	0.3982440658
544	0.3982261286
545	0.3982157846
546	0.3981861906
547	0.3981674593
548	0.3981372067
549	0.3981291117
550	0.398111225
551	0.3981014442
552	0.3980940292
553	0.3980341897
554	0.3980221326
555	0.3979896069
556	0.3979807327
557	0.397967641
558	0.3979632074
559	0.3979589474
560	0.3979438017
561	0.3979348124
562	0.3979318224
563	0.3979251255
564	0.3979186057
565	0.3978809111
566	0.3978056774
567	0.3977313991
568	0.3976383814
569	0.3976335875
570	0.3976217464
571	0.3976176644
572	0.3976137418
573	0.3975739884
574	0.3975633992
575	0.3975466485
576	0.397540103
577	0.3975271339
578	0.3975207273
579	0.3974583868
580	0.3974086255
581	0.3974023744
582	0.3973617726
583	0.3973556836
584	0.3973450615
585	0.3973163153
586	0.397314387
587	0.3972723577
588	0.3972664105
589	0.3972293283
590	0.3972180258
591	0.3972148309
592	0.3972110542
593	0.3972052318
594	0.3971764899
595	0.3971360077
596	0.3971074552
597	0.3970645121
598	0.3970172966
599	0.3969295672
600	0.3969260196
601	0.3968807514
602	0.3968750908
603	0.3968695793
604	0.3968642125
605	0.3968589865
606	0.3968544945
607	0.3968260446
608	0.3967877302
609	0.396741822
610	0.396714644
611	0.3967049078
612	0.3967016343
613	0.3966982121
614	0.396686333
615	0.3966737077
616	0.396643017
617	0.3966330488
618	0.3966283329
619	0.396621481
620	0.396563285
621	0.3965589942
622	0.3965538498
623	0.39654884
624	0.3965396303
625	0.3965064634
626	0.3964231648
627	0.3963911934
628	0.3963863065
629	0.3963415483
630	0.3963381873
631	0.3963363361
632	0.39632573
633	0.3963209556
634	0.3963124425
635	0.3962754444
636	0.3962722538
637	0.3962691857
638	0.3962641144
639	0.3962599876
640	0.3962511549
641	0.3962481917
642	0.3962398461
643	0.3962351574
644	0.3961993854
645	0.3961952591
646	0.3961871318
647	0.3961825612
648	0.3961575767
649	0.3961527335
650	0.3961286915
651	0.3961203566
652	0.3961185554
653	0.3961141072
654	0.3960351243
655	0.3959994535
656	0.3959974871
657	0.3959957236
658	0.395993996
659	0.3959911524
660	0.3959567773
661	0.3959459419
662	0.3959432288
663	0.3959415393
664	0.3959314793
665	0.3958984573
666	0.3958940923
667	0.3958898402
668	0.3958872393
669	0.395878002
670	0.3958754765
671	0.3958392753
672	0.3958351223
673	0.3957599458
674	0.395755968
675	0.3957137331
676	0.3957096914
677	0.3956836429
678	0.3956807763
679	0.3956473966
680	0.3956449449
681	0.3955909964
682	0.3955813203
683	0.3955562855
684	0.3955461193
685	0.3955384962
686	0.3955258583
687	0.3955231071
688	0.3954888602
689	0.3954864623
690	0.3954775673
691	0.3954751261
692	0.3954736354
693	0.3954720168
694	0.3954308018
695	0.3954245982
696	0.3954206237
697	0.3954183041
698	0.3953668578
699	0.3953645781
700	0.3953623325
701	0.3953569708
702	0.3953524306
703	0.3952808572
704	0.3952764465
705	0.3952725614
706	0.3952705078
707	0.3952694284
708	0.3952655453
709	0.3952461525
710	0.3952066379
711	0.3952028331
712	0.3951536935
713	0.3951309368
714	0.3951011487
715	0.3950830188
716	0.3950734238
717	0.3950495328
718	0.3950473959
719	0.3950453403
720	0.3950397821
721	0.3950183374
722	0.3950117629
723	0.395000451
724	0.3949983879
725	0.394958621
726	0.3949120746
727	0.3948893659
728	0.3948840023
729	0.3948554177
730	0.3948533116
731	0.3948513225
732	0.3948452942
733	0.394813353
734	0.3947800126
735	0.3947781105
736	0.3947762674
737	0.3947674943
738	0.3947349745
739	0.3947275363
740	0.394725714
741	0.3947165894
742	0.3946993607
743	0.3946311972
744	0.3945997496
745	0.3945935939
746	0.3945553613
747	0.3945500449
748	0.3945280825
749	0.3945278528
750	0.3945067467
751	0.394505008
752	0.3945030484
753	0.3944888907
754	0.3944862885
755	0.3944756956
756	0.3944721981
757	0.3944671875
758	0.3944656005
759	0.3944639346
760	0.394460223
761	0.3944233846
762	0.3943959749
763	0.3943522087
764	0.3943454285
765	0.394342852
766	0.3943413416
767	0.3943397813
768	0.3942747815
769	0.3942661181
770	0.3942629418
771	0.394259587
772	0.3942511973
773	0.3942214599
774	0.3941948549
775	0.3941661611
776	0.3941645594
777	0.3941576697
778	0.3941543717
779	0.3941528837
780	0.3941513842
781	0.3941438487
782	0.3941423913
783	0.3941228661
784	0.3941204082
785	0.3941002512
786	0.3940955522
787	0.3940605205
788	0.3940233789
789	0.3940155932
790	0.3939971854
791	0.3939889813
792	0.3939875882
793	0.3939809245
794	0.3939764854
795	0.3939571418
796	0.3939330613
797	0.3938994177
798	0.3938734245
799	0.3938488682
800	0.3938134221
801	0.3937823159
802	0.3937809942
803	0.3937796853
804	0.3937768116
805	0.3937602357
806	0.3937537873
807	0.3937502001
808	0.393705982
809	0.3936708258
810	0.3936524556
811	0.3936230255
812	0.3936206076
813	0.3936130703
814	0.3936114241
815	0.3935776407
816	0.3935763642
817	0.3935486481
818	0.3935472651
819	0.3935440904
820	0.3935399605
821	0.3935240856
822	0.3935178586
823	0.3935121995
824	0.3935047143
825	0.3934989296
826	0.3934971845
827	0.3934909722
828	0.3934878585
829	0.3934878301
830	0.3934833822
831	0.393471096
832	0.393438235
833	0.3934320449
834	0.3933858667
835	0.3933627951
836	0.3933347048
837	0.3932903038
838	0.3932298901
839	0.3932121092
840	0.3932085969
841	0.3931988394
842	0.3931934303
843	0.3931894908
844	0.3931316873
845	0.3930899037
846	0.3930728016
847	0.3930690334
848	0.3930676861
849	0.3930275289
850	0.3930096744
851	0.3929810984
852	0.3929754173
853	0.3929713392
854	0.3929329714
855	0.3928960653
856	0.3928730001
857	0.3928675731
858	0.3928597094
859	0.3928348996
860	0.3927994275
861	0.3927927829
862	0.3927919415
863	0.3927751005
864	0.3927481031
865	0.392746787
866	0.3927129435
867	0.3927054535
868	0.3927040827
869	0.3926721635
870	0.3926646442
871	0.3926320921
872	0.3926288264
873	0.3925975445
874	0.3925966836
875	0.3925875905
876	0.3925817145
877	0.3925512391
878	0.3925303255
879	0.3925280594
880	0.3925110244
881	0.3925078498
882	0.3925077689
883	0.3924778365
884	0.3924560586
885	0.3924551909
886	0.3924231057
887	0.3924177039
888	0.3923889468
889	0.3923863255
890	0.3923850768
891	0.3923556521
892	0.3923517785
893	0.3923353809
894	0.3923192883
895	0.3923161112
896	0.3923091585
897	0.3922979719
898	0.3922703887
899	0.3922694453
900	0.3922693212
901	0.3922449518
902	0.3922166083
903	0.3921964121
904	0.3921904707
905	0.392185936
906	0.392182953
907	0.3921772547
908	0.3921492856
909	0.3921417105
910	0.3921373801
911	0.3921361607
912	0.3921353396
913	0.3921352137
914	0.3921350908
915	0.3921303856
916	0.3921260656
917	0.3921027617
918	0.3920869903
919	0.3920802364
920	0.3920747501
921	0.3920220014
922	0.39199901
923	0.3919926117
924	0.3919660329
925	0.3919437786
926	0.3919135878
927	0.3919127796
928	0.3918857904
929	0.3918792918
930	0.3918538173
931	0.3918449526
932	0.391822739
933	0.3918208494
934	0.3917868063
935	0.3917718893
936	0.3917693792
937	0.3917447598
938	0.3917214454
939	0.3917201164
940	0.3917074602
941	0.3916785537
942	0.3916778416
943	0.3916765437
944	0.3916506488
945	0.3915956499
946	0.3915914298
947	0.391589887
948	0.3915645566
949	0.3915616996
950	0.3915404402
951	0.3915105616
952	0.391506365
953	0.3915041005
954	0.3914709773
955	0.391449663
956	0.3914484197
957	0.3914456686
958	0.391443256
959	0.3914370491
960	0.391412237
961	0.3914081019
962	0.3914054202
963	0.3913815154
964	0.3913789847
965	0.3913752707
966	0.3913712715
967	0.3913673682
968	0.3913513928
969	0.3913501293
970	0.391344147
971	0.3913387933
972	0.39131577
973	0.3912939861
974	0.3912914681
975	0.391269466
976	0.3912669497
977	0.3912645455
978	0.391262262
979	0.391254685
980	0.3912340134
981	0.39121315
982	0.3912117123
983	0.3911854586
984	0.3911818923
985	0.3911761628
986	0.3911723891
987	0.3911717082
988	0.3911703027
989	0.3911690846
990	0.3911455243
991	0.3911443332
992	0.3911241794
993	0.3911094941
994	0.391103026
995	0.3911022108
996	0.3910969602
997	0.3910947411
998	0.3910935312
999	0.3910864372
